veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,split
2.02,0.594203198,,,,PANVN,2,M,C,2,V_or_H
1.88,0.141226866,,,,HBACK,2,F,C,4,V_or_H
0.65,0.352297714,,,,STNWG,4,F,C,4,V_or_H
2.57,0.345556916,,,,SEDAN,2,M,C,2,V_or_H
2.33,0.136923211,,,,SEDAN,1,M,C,5,V_or_H
1.47,0.195510309,,,,HBACK,3,M,C,4,V_or_H
2.83,0.903783861,,,,STNWG,3,F,C,4,V_or_H
1.32,0.446698972,,,,UTE,4,F,C,2,V_or_H
4.18,0.230001656,,,,UTE,1,F,C,2,V_or_H
0.62,0.269204223,,,,HBACK,4,F,C,4,V_or_H
1.86,0.137179622,,,,SEDAN,2,M,C,3,V_or_H
1.38,0.999352224,,,,HBACK,2,F,C,5,V_or_H
1.12,0.107012618,,,,HBACK,2,M,C,6,V_or_H
1.54,0.149774923,,,,STNWG,4,M,C,5,V_or_H
0.9,0.263945004,,,,HBACK,3,M,C,4,V_or_H
1.17,0.324916433,,,,STNWG,3,F,C,3,V_or_H
0.87,0.172138289,,,,HBACK,3,F,C,3,V_or_H
1.72,0.826000868,,,,HBACK,1,M,C,2,V_or_H
3.83,0.13211925,,,,STNWG,1,F,C,1,V_or_H
0.84,0.138438234,,,,HBACK,3,M,C,6,V_or_H
3.23,0.906380096,,,,STNWG,3,M,C,1,V_or_H
2.29,0.321833606,,,,SEDAN,2,M,C,5,V_or_H
1.04,0.66063064,,,,HBACK,2,M,C,2,V_or_H
0.99,0.904252915,,,,HBACK,3,F,C,4,V_or_H
1.64,0.778031974,,,,HBACK,2,F,C,2,V_or_H
1.03,0.114701868,,,,SEDAN,3,F,C,4,V_or_H
3,0.999342299,,,,HDTOP,3,M,C,2,V_or_H
1.6,0.846965781,,,,HBACK,1,F,C,4,V_or_H
3.17,0.518917305,,,,SEDAN,4,M,C,5,V_or_H
1.45,0.167022928,,,,UTE,4,M,C,6,V_or_H
2.36,0.207658001,,,,STNWG,3,M,C,6,V_or_H
2.03,0.907136293,,,,SEDAN,2,F,C,4,V_or_H
1.55,0.212717683,,,,SEDAN,2,F,C,4,V_or_H
2.42,0.725585367,,,,SEDAN,2,F,C,2,V_or_H
1.02,0.116714837,,,,STNWG,4,F,C,2,V_or_H
1.48,0.509407193,,,,HBACK,2,F,C,1,V_or_H
1.63,0.823526343,,,,STNWG,3,M,C,2,V_or_H
1.19,0.956197317,,,,HBACK,3,M,C,4,V_or_H
1.37,0.981736993,,,,STNWG,4,M,C,4,V_or_H
1.76,0.906579448,,,,STNWG,3,M,C,4,V_or_H
2.5,0.513360173,,,,HBACK,2,M,C,1,V_or_H
1.68,0.970852349,,,,HBACK,2,F,C,3,V_or_H
2.02,0.902268303,,,,STNWG,4,M,C,4,V_or_H
0.8,0.824159925,,,,HBACK,3,M,C,2,V_or_H
1.87,0.510445006,,,,SEDAN,2,F,C,2,V_or_H
2.92,0.27088534,,,,MIBUS,2,F,C,3,V_or_H
0.64,0.651778461,,,,HBACK,4,M,C,4,V_or_H
0.76,0.572034765,,,,SEDAN,4,F,C,2,V_or_H
1.46,0.236586259,,,,HDTOP,3,M,C,2,V_or_H
2.09,0.274078892,,,,HDTOP,3,F,C,5,V_or_H
0.79,0.53733856,,,,UTE,4,M,C,3,V_or_H
1.95,0.596493636,,,,SEDAN,2,M,C,6,V_or_H
0.91,0.902456596,,,,HBACK,3,M,C,6,V_or_H
0.54,0.081979902,,,,SEDAN,4,F,C,4,V_or_H
1.89,0.823186208,,,,HBACK,1,F,C,5,V_or_H
0.39,0.585442088,,,,SEDAN,4,F,C,4,V_or_H
1.92,0.164617434,,,,HBACK,3,M,C,4,V_or_H
1.64,0.129768629,,,,SEDAN,3,M,C,5,V_or_H
1.46,0.216160182,,,,SEDAN,2,F,C,4,V_or_H
4.64,0.909534241,,,,TRUCK,1,M,C,4,V_or_H
0.83,0.469883783,,,,SEDAN,3,F,C,5,V_or_H
1.2,0.521403536,,,,HBACK,4,M,C,3,V_or_H
3.12,0.58013163,,,,STNWG,3,F,C,4,V_or_H
1.59,0.903105809,,,,HBACK,2,F,C,4,V_or_H
0.73,0.5966633,,,,HBACK,3,F,C,2,V_or_H
1.54,0.587664904,,,,HBACK,2,F,C,4,V_or_H
1.82,0.4930568,,,,SEDAN,2,F,C,5,V_or_H
1.31,0.158888435,,,,SEDAN,3,M,C,2,V_or_H
2.08,0.338749433,,,,SEDAN,1,M,C,6,V_or_H
2.36,0.478271645,,,,STNWG,2,F,C,3,V_or_H
4.14,0.999369946,,,,STNWG,3,M,C,4,V_or_H
0.82,0.521864233,,,,SEDAN,4,F,C,1,V_or_H
6.33,0.981248706,,,,STNWG,2,M,C,5,V_or_H
1.57,0.202916149,,,,TRUCK,1,M,C,4,V_or_H
1.24,0.902178303,,,,TRUCK,4,M,C,4,V_or_H
3.37,0.255161416,,,,STNWG,2,F,C,2,V_or_H
1.41,0.830903652,,,,HBACK,1,M,C,1,V_or_H
1.87,0.640289462,,,,SEDAN,1,F,C,6,V_or_H
2.68,0.313603288,,,,STNWG,2,F,C,5,V_or_H
1.45,0.264654457,,,,SEDAN,2,M,C,5,V_or_H
1.91,0.189469044,,,,STNWG,4,F,C,3,V_or_H
1.87,0.500147515,,,,SEDAN,1,M,C,5,V_or_H
1.08,0.906688821,,,,HBACK,2,F,C,2,V_or_H
0.73,0.620995754,,,,SEDAN,4,F,C,3,V_or_H
1.59,0.089478545,,,,SEDAN,2,F,C,6,V_or_H
4.58,0.594395048,,,,STNWG,2,F,C,3,V_or_H
5.44,0.161715929,,,,STNWG,1,F,C,3,V_or_H
1.7,0.428904893,,,,HBACK,1,F,C,4,V_or_H
1.35,0.515580861,,,,HBACK,2,F,C,4,V_or_H
2.2,0.874493005,,,,STNWG,2,F,C,4,V_or_H
1.03,0.601691531,,,,SEDAN,3,F,C,2,V_or_H
4.92,0.854062696,,,,TRUCK,1,M,C,5,V_or_H
1.37,0.565658164,,,,HBACK,2,F,C,1,V_or_H
1.29,0.98165157,,,,HBACK,2,M,C,5,V_or_H
0.48,0.955200793,,,,HBACK,4,M,C,6,V_or_H
0.59,0.901999251,,,,HBACK,4,F,C,5,V_or_H
1.31,0.177770848,,,,SEDAN,4,F,C,3,V_or_H
3.29,0.56361927,,,,TRUCK,1,F,C,1,V_or_H
0.39,0.628152336,,,,SEDAN,4,M,C,6,V_or_H
1.12,0.214866209,,,,SEDAN,3,F,C,2,V_or_H
0.78,0.874601073,,,,UTE,4,M,C,2,V_or_H
0.65,0.853495964,,,,HBACK,4,M,C,2,V_or_H
2.51,0.587868537,,,,STNWG,3,F,C,2,V_or_H
1.34,0.904009597,,,,HBACK,1,M,C,5,V_or_H
3.34,0.469163216,,,,STNWG,2,F,C,3,V_or_H
1.8,0.903954811,,,,SEDAN,2,F,C,5,V_or_H
2.15,0.411315898,,,,HBACK,1,F,C,6,V_or_H
1.74,0.129959795,,,,SEDAN,2,F,C,6,V_or_H
0.85,0.715981893,,,,HBACK,3,M,C,3,V_or_H
2.26,0.169868925,,,,SEDAN,1,M,C,5,V_or_H
1.78,0.908582095,,,,STNWG,4,F,C,5,V_or_H
1.65,0.42541197,,,,SEDAN,3,M,C,5,V_or_H
1.38,0.999339135,,,,HBACK,2,F,C,4,V_or_H
2.4,0.193982261,,,,STNWG,3,M,C,6,V_or_H
0.43,0.646240547,,,,UTE,4,M,C,2,V_or_H
0.79,0.516449866,,,,SEDAN,4,M,C,2,V_or_H
0.95,0.636814139,,,,HBACK,3,F,C,2,V_or_H
0.7,0.158908141,,,,MIBUS,4,F,C,4,V_or_H
0.49,0.855011673,,,,SEDAN,4,F,C,3,V_or_H
1.61,0.999341236,,,,HBACK,1,F,C,4,V_or_H
2.58,0.64763,,,,SEDAN,1,F,C,3,V_or_H
0.42,0.434821895,,,,SEDAN,4,F,C,6,V_or_H
0.64,0.860905805,,,,PANVN,4,M,C,4,V_or_H
2.31,0.999373851,,,,TRUCK,3,M,C,5,V_or_H
1.16,0.289132522,,,,SEDAN,3,M,C,2,V_or_H
2.12,0.864220929,,,,STNWG,3,F,C,3,V_or_H
1.14,0.42488456,,,,SEDAN,3,F,C,5,V_or_H
3.58,0.21352723,,,,UTE,1,M,C,2,V_or_H
0.9,0.427961897,,,,UTE,4,F,C,2,V_or_H
1.27,0.595350931,,,,HBACK,2,M,C,6,V_or_H
0.93,0.256852767,,,,STNWG,4,F,C,3,V_or_H
3.4,0.589017263,,,,UTE,2,M,C,5,V_or_H
1.35,0.991393629,,,,HBACK,2,F,C,4,V_or_H
0.83,0.348991982,,,,HBACK,4,F,C,4,V_or_H
0.37,0.488958217,,,,HBACK,4,F,C,3,V_or_H
1.49,0.178702363,,,,SEDAN,2,M,C,6,V_or_H
0.81,0.595939976,,,,SEDAN,4,F,C,3,V_or_H
1.33,0.914626084,,,,HBACK,2,F,C,3,V_or_H
1.2,0.577619898,,,,STNWG,4,F,C,4,V_or_H
1.53,0.502002548,,,,HBACK,2,F,C,3,V_or_H
0.5,0.864788327,,,,TRUCK,4,M,C,5,V_or_H
0.4,0.634528936,,,,SEDAN,4,M,C,5,V_or_H
4.06,0.149703777,,,,HDTOP,2,M,C,6,V_or_H
0.86,0.415007634,,,,HBACK,3,F,C,4,V_or_H
0.43,0.326557894,,,,SEDAN,4,M,C,6,V_or_H
0.98,0.685479543,,,,HBACK,3,F,C,1,V_or_H
3.84,0.692400873,,,,UTE,1,F,C,3,V_or_H
1.02,0.147258254,,,,HBACK,3,F,C,3,V_or_H
1.23,0.153107308,,,,HDTOP,4,M,C,5,V_or_H
0.75,0.405876108,,,,HBACK,3,F,C,4,V_or_H
1.67,0.116446879,,,,SEDAN,1,F,C,6,V_or_H
1.26,0.999375302,,,,STNWG,4,M,C,5,V_or_H
1.52,0.107968618,,,,SEDAN,3,F,C,3,V_or_H
2.85,0.162709008,,,,STNWG,3,F,C,1,V_or_H
1.48,0.118470931,,,,SEDAN,3,F,C,5,V_or_H
2.93,0.174270025,,,,COUPE,3,M,C,5,V_or_H
0.49,0.577240743,,,,HBACK,4,F,C,4,V_or_H
3.48,0.283882171,,,,STNWG,2,M,C,2,V_or_H
1.02,0.863405762,,,,UTE,4,M,C,3,V_or_H
0,0.999357483,,,,STNWG,4,F,C,6,V_or_H
0.7,0.08153785,,,,STNWG,4,F,C,4,V_or_H
2.66,0.857292727,,,,STNWG,3,F,C,3,V_or_H
1.03,0.164707874,,,,HBACK,2,F,C,3,V_or_H
1.18,0.202854761,,,,STNWG,3,F,C,3,V_or_H
0.93,0.865680366,,,,HDTOP,4,M,C,5,V_or_H
1.04,0.599177624,,,,HBACK,2,F,C,6,V_or_H
0.47,0.434663228,,,,HBACK,4,F,C,6,V_or_H
1.32,0.858237508,,,,STNWG,3,F,C,4,V_or_H
1.16,0.860951217,,,,SEDAN,3,M,C,5,V_or_H
1.45,0.396769942,,,,HBACK,3,M,C,6,V_or_H
0.73,0.448547771,,,,HBACK,3,M,C,5,V_or_H
5.46,0.46752271,,,,SEDAN,1,M,C,6,V_or_H
2.09,0.551366572,,,,SEDAN,1,F,C,3,V_or_H
1.67,0.450147937,,,,SEDAN,2,F,C,3,V_or_H
1.68,0.223846081,,,,SEDAN,1,F,C,1,V_or_H
1.2,0.815226958,,,,HBACK,2,M,C,6,V_or_H
0.57,0.40566538,,,,HBACK,4,F,C,3,V_or_H
0.4,0.409625025,,,,HBACK,4,F,C,4,V_or_H
1.63,0.32467938,,,,HBACK,2,F,C,3,V_or_H
1.06,0.206861995,,,,SEDAN,3,M,C,5,V_or_H
0.58,0.423031277,,,,HBACK,4,F,C,4,V_or_H
4.14,0.815923584,,,,STNWG,2,M,C,4,V_or_H
1.58,0.859987085,,,,SEDAN,2,F,C,2,V_or_H
2.39,0.546258183,,,,SEDAN,1,M,C,3,V_or_H
1.38,0.855186318,,,,HBACK,1,F,C,4,V_or_H
0.98,0.194454703,,,,HBACK,3,F,C,2,V_or_H
1.49,0.441591387,,,,SEDAN,2,F,C,2,V_or_H
4.8,0.314582185,,,,STNWG,1,M,C,1,V_or_H
1.64,0.398120219,,,,SEDAN,2,M,C,6,V_or_H
1.4,0.862041041,,,,SEDAN,3,F,C,4,V_or_H
1.36,0.311976413,,,,HBACK,2,F,C,4,V_or_H
2.55,0.864276795,,,,SEDAN,1,F,C,6,V_or_H
0.51,0.863752355,,,,HBACK,4,M,C,5,V_or_H
0.71,0.185616802,,,,SEDAN,4,M,C,4,V_or_H
1.66,0.607500264,,,,HBACK,3,M,C,3,V_or_H
2.16,0.406197948,,,,STNWG,3,F,C,4,V_or_H
1.82,0.498803909,,,,STNWG,4,F,C,2,V_or_H
1.58,0.158548616,,,,STNWG,3,F,C,2,V_or_H
1.65,0.545728891,,,,STNWG,2,M,C,2,V_or_H
1.76,0.279295158,,,,HBACK,2,F,C,5,V_or_H
2.37,0.307144136,,,,SEDAN,1,F,C,4,V_or_H
0.68,0.464882981,,,,PANVN,4,M,C,3,V_or_H
3.41,0.425995956,,,,STNWG,3,M,C,3,V_or_H
0.76,0.203179446,,,,HBACK,3,F,C,4,V_or_H
1.59,0.695031053,,,,SEDAN,2,F,C,6,V_or_H
2.41,0.459241152,,,,SEDAN,2,F,C,1,V_or_H
8.11,0.498751268,,,,STNWG,1,M,C,4,V_or_H
0.52,0.854296046,,,,SEDAN,4,F,C,1,V_or_H
2.1,0.164625245,,,,STNWG,3,F,C,5,V_or_H
4.95,0.398222958,,,,STNWG,1,F,C,5,V_or_H
1.49,0.206318344,,,,SEDAN,3,F,C,2,V_or_H
0.26,0.550342241,,,,HBACK,4,F,C,2,V_or_H
1.24,0.397047387,,,,STNWG,4,M,C,4,V_or_H
2.23,0.104431687,,,,UTE,3,F,C,5,V_or_H
2.45,0.288517214,,,,STNWG,2,F,C,4,V_or_H
1.93,0.872603856,,,,STNWG,4,M,C,4,V_or_H
1.72,0.863342837,,,,SEDAN,2,M,C,4,V_or_H
3.65,0.667323,,,,STNWG,3,M,C,5,V_or_H
1.7,0.419869324,,,,HBACK,1,F,C,3,V_or_H
2.42,0.271826568,,,,SEDAN,1,F,C,4,V_or_H
0.86,0.088368987,,,,HBACK,4,F,C,5,V_or_H
1.31,0.729515293,,,,SEDAN,4,M,C,4,V_or_H
1.77,0.205847976,,,,STNWG,3,M,C,4,V_or_H
1.39,0.172203458,,,,SEDAN,3,F,C,3,V_or_H
1.36,0.816280918,,,,SEDAN,3,F,C,1,V_or_H
0.47,0.068472635,,,,SEDAN,4,F,C,4,V_or_H
1.57,0.158400166,,,,UTE,4,M,C,2,V_or_H
2.7,0.853665926,,,,SEDAN,1,F,C,3,V_or_H
3.84,0.784456557,,,,STNWG,3,F,C,2,V_or_H
2.04,0.480368723,,,,HBACK,2,M,C,1,V_or_H
0.82,0.535732122,,,,SEDAN,4,M,C,3,V_or_H
1.88,0.181518187,,,,HBACK,2,F,C,1,V_or_H
0.53,0.857814473,,,,HBACK,4,F,C,6,V_or_H
1.22,0.285234718,,,,STNWG,4,M,C,6,V_or_H
0.9,0.854806323,,,,SEDAN,4,M,C,5,V_or_H
0.87,0.519050118,,,,HBACK,4,F,C,1,V_or_H
1.56,0.853436311,,,,SEDAN,3,F,C,2,V_or_H
3.64,0.499396203,,,,HBACK,1,F,C,3,V_or_H
3.11,0.259605717,,,,STNWG,1,F,C,1,V_or_H
1.76,0.179903061,,,,STNWG,3,M,C,1,V_or_H
2.53,0.15649338,,,,SEDAN,1,F,C,5,V_or_H
4.24,0.498646649,,,,TRUCK,1,M,C,1,V_or_H
1.05,0.498969167,,,,SEDAN,3,F,C,3,V_or_H
0.91,0.604811186,,,,SEDAN,3,M,C,2,V_or_H
1.09,0.851479398,,,,HBACK,3,M,C,3,V_or_H
0.82,0.535021368,,,,HBACK,3,F,C,2,V_or_H
1.79,0.851533235,,,,HBACK,2,F,C,4,V_or_H
0.67,0.999368844,,,,SEDAN,4,F,C,1,V_or_H
1.71,0.341889059,,,,SEDAN,2,M,C,6,V_or_H
1.97,0.57274441,,,,HBACK,1,F,C,2,V_or_H
1.36,0.499628727,,,,HBACK,2,F,C,4,V_or_H
0.76,0.132541206,,,,HBACK,3,M,C,5,V_or_H
0.73,0.557771893,,,,HBACK,3,F,C,4,V_or_H
1.63,0.492013512,,,,SEDAN,2,F,C,3,V_or_H
1.19,0.661860817,,,,HBACK,4,M,C,6,V_or_H
1.37,0.485435777,,,,SEDAN,2,M,C,3,V_or_H
2.18,0.6485965,,,,SEDAN,3,F,C,4,V_or_H
2.04,0.836680572,,,,HBACK,3,M,C,3,V_or_H
1.63,0.863099454,,,,SEDAN,3,M,C,4,V_or_H
0.96,0.241021997,,,,STNWG,4,M,C,2,V_or_H
1.59,0.613439092,,,,UTE,3,M,C,3,V_or_H
1.03,0.48731499,,,,SEDAN,3,F,C,5,V_or_H
0.57,0.086643729,,,,SEDAN,4,F,C,4,V_or_H
1.3,0.999372061,,,,HDTOP,4,M,C,3,V_or_H
1.32,0.845725059,,,,HBACK,1,F,C,1,V_or_H
0.7,0.461204568,,,,HBACK,4,F,C,1,V_or_H
0.56,0.265957456,,,,HBACK,4,F,C,4,V_or_H
1.38,0.618704334,,,,PANVN,4,M,C,3,V_or_H
1.52,0.145481514,,,,HBACK,1,M,C,4,V_or_H
0.58,0.268905656,,,,SEDAN,4,F,C,3,V_or_H
1.61,0.460096229,,,,HBACK,1,M,C,5,V_or_H
3.45,0.247974518,,,,STNWG,1,M,C,4,V_or_H
2.19,0.248111024,,,,HBACK,1,M,C,5,V_or_H
2.79,0.986334304,,,,SEDAN,2,F,C,4,V_or_H
1.31,0.865085371,,,,HBACK,2,F,C,2,V_or_H
0.28,0.518439701,,,,HBACK,4,F,C,2,V_or_H
3.45,0.38374512,,,,STNWG,3,F,C,3,V_or_H
0.96,0.818515042,,,,TRUCK,3,M,C,3,V_or_H
1.4,0.327035788,,,,HBACK,1,F,C,4,V_or_H
1.75,0.91111767,,,,STNWG,4,M,C,3,V_or_H
1.57,0.866018018,,,,SEDAN,2,F,C,2,V_or_H
1.79,0.809195987,,,,TRUCK,1,M,C,3,V_or_H
1.2,0.52625084,,,,HBACK,2,F,C,5,V_or_H
3.08,0.863083632,,,,SEDAN,2,F,C,3,V_or_H
1.31,0.901383378,,,,HBACK,2,M,C,4,V_or_H
0.81,0.251075697,,,,HBACK,3,F,C,2,V_or_H
0.63,0.049651286,,,,SEDAN,4,M,C,4,V_or_H
0.98,0.209477864,,,,HDTOP,4,F,C,3,V_or_H
2.39,0.826184583,,,,STNWG,3,M,C,1,V_or_H
1.82,0.5238011,,,,SEDAN,2,M,C,4,V_or_H
0.86,0.848464258,,,,HBACK,4,F,C,5,V_or_H
0.75,0.85424178,,,,SEDAN,4,F,C,6,V_or_H
0.64,0.854364636,,,,UTE,4,M,C,6,V_or_H
1.78,0.614700946,,,,SEDAN,2,F,C,1,V_or_H
2.16,0.190575808,,,,PANVN,2,M,C,3,V_or_H
1.4,0.850003845,,,,UTE,3,M,C,4,V_or_H
1.06,0.417468639,,,,HBACK,3,M,C,1,V_or_H
3.37,0.253708937,,,,STNWG,2,F,C,2,V_or_H
0.93,0.886484633,,,,HBACK,3,F,C,1,V_or_H
0.46,0.856254421,,,,PANVN,4,M,C,3,V_or_H
1.91,0.544704524,,,,SEDAN,1,F,C,2,V_or_H
2.63,0.853657685,,,,STNWG,4,F,C,3,V_or_H
1.47,0.854646938,,,,STNWG,4,F,C,1,V_or_H
3.4,0.852478465,,,,STNWG,3,M,C,3,V_or_H
3.21,0.850368098,,,,STNWG,3,M,C,3,V_or_H
1.36,0.876210151,,,,STNWG,4,M,C,3,V_or_H
1.05,0.643429954,,,,HBACK,3,M,C,5,V_or_H
1.07,0.668006048,,,,SEDAN,3,M,C,4,V_or_H
2.76,0.09419597,,,,SEDAN,2,M,C,5,V_or_H
1.17,0.048263707,,,,SEDAN,3,M,C,4,V_or_H
2.43,0.523162659,,,,MIBUS,3,M,C,2,V_or_H
1.67,0.824731495,,,,SEDAN,3,F,C,2,V_or_H
0.98,0.562500817,,,,SEDAN,3,F,C,4,V_or_H
0.34,0.535583545,,,,HBACK,4,M,C,3,V_or_H
3.28,0.528322346,,,,STNWG,1,F,C,2,V_or_H
2.11,0.115978646,,,,STNWG,3,F,C,3,V_or_H
2.58,0.189779897,,,,SEDAN,2,F,C,2,V_or_H
4.21,0.5590959,,,,STNWG,2,M,C,5,V_or_H
1.39,0.520964116,,,,HBACK,1,F,C,2,V_or_H
0.93,0.278217405,,,,SEDAN,3,M,C,2,V_or_H
1.38,0.866954215,,,,SEDAN,3,M,C,4,V_or_H
1.2,0.428189322,,,,UTE,4,F,C,2,V_or_H
0.67,0.167821991,,,,HBACK,4,M,C,6,V_or_H
1.06,0.619079137,,,,HBACK,2,F,C,2,V_or_H
1.03,0.535810129,,,,HBACK,4,M,C,4,V_or_H
2.47,0.43913084,,,,STNWG,3,M,C,3,V_or_H
1.38,0.138259018,,,,STNWG,4,M,C,2,V_or_H
1.97,0.449696514,,,,HDTOP,4,M,C,3,V_or_H
1.63,0.467186555,,,,HBACK,2,F,C,4,V_or_H
1.32,0.181979605,,,,HBACK,3,F,C,1,V_or_H
2.52,0.505645722,,,,SEDAN,1,M,C,3,V_or_H
1.25,0.615354002,,,,HBACK,2,F,C,6,V_or_H
1.11,0.870961002,,,,SEDAN,3,F,C,2,V_or_H
2.74,0.210637961,,,,STNWG,3,M,C,3,V_or_H
0.67,0.074916808,,,,HBACK,3,F,C,3,V_or_H
4.18,0.215080227,,,,STNWG,1,F,C,4,V_or_H
2.27,0.43206567,,,,SEDAN,2,F,C,3,V_or_H
2.02,0.361518806,,,,SEDAN,2,M,C,5,V_or_H
1.41,0.278562787,,,,COUPE,4,M,C,4,V_or_H
2.09,0.261237745,,,,SEDAN,2,F,C,5,V_or_H
4.6,0.884983185,,,,STNWG,2,M,C,5,V_or_H
1.86,0.781534077,,,,HBACK,2,F,C,5,V_or_H
0.71,0.482302136,,,,SEDAN,4,M,C,2,V_or_H
5.19,0.99937158,,,,STNWG,1,M,C,5,V_or_H
1.22,0.256184909,,,,SEDAN,3,F,C,3,V_or_H
0.36,0.148859078,,,,HBACK,4,M,C,6,V_or_H
2.72,0.237681693,,,,UTE,2,F,C,3,V_or_H
2.14,0.213315336,,,,PANVN,2,F,C,1,V_or_H
0.32,0.588369134,,,,HBACK,4,F,C,3,V_or_H
0.94,0.496952506,,,,STNWG,4,F,C,4,V_or_H
1.47,0.167144573,,,,SEDAN,3,M,C,6,V_or_H
0.55,0.173309115,,,,SEDAN,4,F,C,4,V_or_H
0.83,0.883185088,,,,HBACK,3,F,C,2,V_or_H
1.55,0.28310022,,,,PANVN,3,F,C,3,V_or_H
1.37,0.886101962,,,,SEDAN,3,F,C,2,V_or_H
0.58,0.107757201,,,,HBACK,4,F,C,3,V_or_H
1.46,0.5084339,,,,SEDAN,3,M,C,4,V_or_H
2.12,0.28697378,,,,SEDAN,2,F,C,4,V_or_H
2.74,0.679643736,,,,STNWG,3,F,C,1,V_or_H
2.39,0.547875348,,,,SEDAN,1,F,C,2,V_or_H
1.24,0.12941147,,,,STNWG,4,F,C,2,V_or_H
1.03,0.503657754,,,,SEDAN,4,M,C,6,V_or_H
1.52,0.885910515,,,,SEDAN,3,F,C,3,V_or_H
1.38,0.869044574,,,,SEDAN,2,M,C,1,V_or_H
0.86,0.187794371,,,,SEDAN,4,M,C,5,V_or_H
1.84,0.290362076,,,,STNWG,2,F,C,2,V_or_H
1.17,0.165683491,,,,HBACK,3,F,C,1,V_or_H
2.12,0.844991502,,,,UTE,3,F,C,2,V_or_H
1.56,0.883698979,,,,SEDAN,3,F,C,2,V_or_H
0.49,0.457856432,,,,HBACK,4,F,C,5,V_or_H
6.73,0.30354558,,,,RDSTR,1,M,C,1,V_or_H
1.31,0.833291242,,,,HBACK,2,F,C,4,V_or_H
1.86,0.884806282,,,,HBACK,1,M,C,3,V_or_H
1.64,0.204541813,,,,HBACK,2,F,C,5,V_or_H
1.78,0.867083874,,,,SEDAN,2,F,C,3,V_or_H
4.19,0.278545024,,,,STNWG,2,F,C,4,V_or_H
1.15,0.613482569,,,,STNWG,4,M,C,3,V_or_H
1.84,0.307507638,,,,SEDAN,2,M,C,4,V_or_H
0.9,0.14878055,,,,HBACK,3,F,C,5,V_or_H
0.39,0.920450005,,,,SEDAN,4,F,C,4,V_or_H
1.25,0.755985614,,,,SEDAN,3,F,C,1,V_or_H
2.03,0.813832799,,,,HBACK,1,F,C,2,V_or_H
1.92,0.853695178,,,,HBACK,2,F,C,2,V_or_H
2.64,0.239262836,,,,STNWG,2,M,C,2,V_or_H
1.19,0.158209705,,,,HBACK,2,M,C,5,V_or_H
1.26,0.506906436,,,,SEDAN,3,F,C,5,V_or_H
1.89,0.480221392,,,,HBACK,1,F,C,3,V_or_H
4.49,0.670855641,,,,STNWG,1,M,C,4,V_or_H
2.73,0.609483951,,,,UTE,3,M,C,3,V_or_H
1.45,0.325397419,,,,HBACK,2,F,C,4,V_or_H
1.76,0.539458464,,,,STNWG,4,F,C,3,V_or_H
0.72,0.51870331,,,,SEDAN,4,M,C,3,V_or_H
1.92,0.596851515,,,,SEDAN,2,M,C,4,V_or_H
2,0.132886639,,,,SEDAN,2,F,C,3,V_or_H
1.64,0.491127904,,,,STNWG,3,F,C,4,V_or_H
1.61,0.999371219,,,,SEDAN,1,M,C,5,V_or_H
0.57,0.538345273,,,,SEDAN,3,M,C,6,V_or_H
1.49,0.281508104,,,,PANVN,3,M,C,4,V_or_H
0.72,0.059433266,,,,HBACK,4,F,C,1,V_or_H
1.21,0.6324893,,,,HBACK,4,M,C,4,V_or_H
1.37,0.583649575,,,,HDTOP,4,F,C,3,V_or_H
1.08,0.496557287,,,,STNWG,4,F,C,3,V_or_H
1.09,0.106628333,,,,SEDAN,3,F,C,3,V_or_H
1.51,0.680343431,,,,UTE,4,M,C,2,V_or_H
1.37,0.999372961,,,,STNWG,4,F,C,4,V_or_H
2.5,0.194843521,,,,COUPE,2,M,C,2,V_or_H
0.87,0.591541731,,,,HBACK,4,M,C,2,V_or_H
2.19,0.48369536,,,,SEDAN,3,M,C,5,V_or_H
0.73,0.530572042,,,,STNWG,4,F,C,1,V_or_H
1.48,0.245763792,,,,SEDAN,2,M,C,3,V_or_H
0.62,0.12265969,,,,HBACK,4,M,C,5,V_or_H
1.31,0.192815166,,,,SEDAN,3,F,C,2,V_or_H
1.64,0.65125418,,,,HBACK,1,F,C,4,V_or_H
1.46,0.573569878,,,,SEDAN,3,F,C,4,V_or_H
2.64,0.503302593,,,,SEDAN,2,F,C,1,V_or_H
0.99,0.258524546,,,,SEDAN,3,F,C,3,V_or_H
1.04,0.489865054,,,,HBACK,3,F,C,5,V_or_H
1.54,0.500090415,,,,HBACK,2,F,C,4,V_or_H
0.28,0.452982165,,,,HBACK,4,M,C,4,V_or_H
0.74,0.751328483,,,,HBACK,4,M,C,4,V_or_H
1.08,0.496487758,,,,SEDAN,3,F,C,4,V_or_H
1.6,0.554049371,,,,HBACK,1,F,C,2,V_or_H
1.09,0.075879069,,,,HBACK,2,M,C,1,V_or_H
1.49,0.176360908,,,,STNWG,4,M,C,3,V_or_H
1.39,0.364084528,,,,SEDAN,3,F,C,4,V_or_H
2.16,0.440380394,,,,HBACK,2,M,C,1,V_or_H
1.02,0.903219112,,,,HBACK,3,M,C,4,V_or_H
1.54,0.19968891,,,,UTE,2,M,C,5,V_or_H
0.91,0.656589962,,,,HBACK,3,F,C,1,V_or_H
1.39,0.235770372,,,,HBACK,1,M,C,2,V_or_H
0.92,0.496069873,,,,HBACK,3,F,C,2,V_or_H
